#DMe S logL Z DMi DMh DMs dnu thres
1.355503796330242494e+02 1.538039282588502310e+01 4.276586796536677326e+01 1.103396311564207588e-01 9.104144039256466669e+01 7.527775948818716145e+00 4.189226323059670420e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.599725063084762837e+02 1.362833872515667011e+00 4.277854818345802101e+01 2.793902428833535678e-01 2.379168433172506809e+02 1.089546827232615023e+01 1.732233175897137656e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.149006086892562735e+02 1.006500548693826103e+00 4.283674642205275518e+01 3.416322702754035490e-01 2.935773239316794729e+02 1.771007476055241270e+01 1.089793217848422557e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.349817964380057447e+02 1.045467018418872795e+00 4.267362432639453829e+01 2.917844821450977788e-01 2.489513504799214161e+02 9.983683607380631031e+01 1.129595900686952170e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.139136673740783635e+03 2.057234006781824665e+00 4.283628117992486750e+01 2.814455923033659657e-01 2.397406032879919735e+02 1.125810570448688395e+03 2.671655976800902366e+01 1.000000000000000000e+03 1.000000000000000000e+00
9.503048038557016071e+02 1.027752118446861429e+00 4.314690869771852277e+01 5.520624746125381010e-01 4.852070806113671892e+02 6.874804972659227360e+02 3.438022600933629747e+01 1.000000000000000000e+03 1.000000000000000000e+00
9.606984540997013937e+02 3.236446615653501002e+00 4.281930771834285565e+01 2.196984527112693097e-01 1.852401977616677300e+02 9.368145462163020056e+02 9.010689181376390522e+00 1.000000000000000000e+03 1.000000000000000000e+00
2.157705012911937956e+02 1.654616079924485339e+00 4.240980747662565875e+01 2.076276327816376499e-01 1.746843847923460942e+02 1.238181284851911990e+01 3.723491675917492216e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.996626882158334411e+02 2.625107650904783796e+01 4.320298052944849587e+01 1.430876103487193074e-01 1.188872899285837832e+02 6.950455093736816536e+01 2.282880606577007399e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.366537627464589377e+02 1.498138997295175745e+00 4.295700200390207613e+01 3.061210105244981383e-01 2.617406796346923556e+02 7.688101669460149878e+01 2.096453512084482895e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.014204860547841349e+02 1.264957674308347491e+00 4.291499536051993857e+01 4.043894140625091671e-01 3.502830032211331854e+02 5.786609897025506655e+01 1.395084058312759367e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.106125270966921192e+02 1.672032154200134713e+01 4.252915030724719969e+01 6.903217167604958071e-02 5.642298559864622121e+01 2.519451416592031379e+01 3.273584906386509630e+01 1.000000000000000000e+03 1.000000000000000000e+00
1.968810186779828086e+02 4.181185423049632810e+00 4.261374576518274893e+01 1.659528579212270483e-01 1.385243467015789633e+02 3.412256343135396719e+01 3.391856503830568670e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.312936589929046249e+02 1.193721186838481430e+01 4.265629253475837146e+01 1.015449234080736396e-01 8.362110846956331045e+01 8.205018821831482683e+02 3.093020217404807148e+00 1.000000000000000000e+03 1.000000000000000000e+00
5.643883276086551177e+02 1.859443339961784014e+00 4.265397386453741291e+01 2.561862625096718027e-01 2.173527299182995591e+02 4.247140099148217018e+02 1.122734050563614616e+01 1.000000000000000000e+03 1.000000000000000000e+00
8.404637074999986908e+02 4.067455815740286695e+00 4.326743714907263438e+01 3.399964836044830907e-01 2.921079052012530042e+02 7.328994495926497166e+02 1.895397251784597392e+00 1.000000000000000000e+03 1.000000000000000000e+00
2.416924056977431974e+02 1.403001321711465010e+01 4.298902185314096869e+01 1.536491313219479071e-01 1.279385314035018126e+02 8.133903106353936607e+01 4.989302720051827578e+01 1.000000000000000000e+03 1.000000000000000000e+00
9.701210149016452533e+01 1.568595772172928005e+00 4.148953835777901844e+01 6.516693172985099647e-02 5.321440588477391032e+01 3.795679894948804645e+01 8.695058095343870974e+00 1.000000000000000000e+03 1.000000000000000000e+00
1.621126846503012757e+02 4.219599358293372404e+00 4.254014371359666313e+01 1.425273293292366183e-01 1.184075007902949608e+02 3.583875166744910956e+01 1.409561532596717015e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.619732143302244936e+02 2.103125826552465494e+00 4.277430719024836492e+01 2.457547694377536507e-01 2.081352399573183334e+02 3.905370678943131679e+01 2.801520656248408514e+01 1.000000000000000000e+03 1.000000000000000000e+00
3.326996010718074785e+02 4.864699042152653696e+00 4.283683084475119784e+01 1.862381882281138878e-01 1.560631346504768828e+02 1.860635769274708480e+02 2.346934497518444829e+01 1.000000000000000000e+03 1.000000000000000000e+00
4.525300351762458604e+02 1.061407751256085108e+00 4.299823510444488051e+01 4.198769360192381450e-01 3.643500736559048505e+02 9.494197312811751033e+01 3.026272045367857189e+01 1.000000000000000000e+03 1.000000000000000000e+00
2.753210717088761612e+02 1.644328507460985911e+00 4.299506650008182618e+01 3.008687745865019636e-01 2.570456743233616521e+02 1.783526777347274717e+01 5.938626028502902443e+00 1.000000000000000000e+03 1.000000000000000000e+00
